club_id,wikidata_id,club_name,club_name_ascii,country,league,city,stadium,club_lat,club_lon,club_source_url,geo_source,manual_review_flag,notes,Unnamed: 14,Unnamed: 15,Unnamed: 16,player_count,candidate_score,search_query,search_rank,search_label,search_description,wikidata_url,wikidata_label,wikidata_description,instance_of,stadium_wikidata_id,stadium_lat,stadium_lon,wikipedia_url,detail_status,match_status,review_reason,coordinate_basis,geo_source_url,proposed_club_lat,proposed_club_lon,approved_wikidata_id,approved_stadium,approved_lat,approved_lon,approved_geo_source_url,manual_notes
c_ae_kifisias_b52d38fc,,AE Kifisias,AE Kifisias,,,,,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,NOTE:,Normalize clubs into this table and link players to club_id.,1,,,,,,,,,,,,,,,no_wikidata_candidates_found,No Wikidata candidates returned from search variants. Manual match required.,,,,,,,,,,
c_al_najma_9b74810f,,Al-Najma SC (Saudi Arabia),Al-Najma SC (Saudi Arabia),,,,,,,,,TRUE,Step 5 manual review canonical rename from 'Al Najma' to 'Al-Najma SC (Saudi Arabia)'. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,,,,,,,,,,,,,,,no_wikidata_candidates_found,No Wikidata candidates returned from search variants. Manual match required.,,,,,,,,,,
c_al_sailiaya_6158b2fd,,Al-Sailiaya,Al-Sailiaya,,,,,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,,,,,,,,,,,,,,,no_wikidata_candidates_found,No Wikidata candidates returned from search variants. Manual match required.,,,,,,,,,,
c_cosmos_koblenz_125995a0,,Cosmos Koblenz,Cosmos Koblenz,,,,,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,,,,,,,,,,,,,,,no_wikidata_candidates_found,No Wikidata candidates returned from search variants. Manual match required.,,,,,,,,,,
c_dynamo_makhachkala_9cc503d9,,Dynamo Makhachkala,Dynamo Makhachkala,,,,,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,,,,,,,,,,,,,,,no_wikidata_candidates_found,No Wikidata candidates returned from search variants. Manual match required.,,,,,,,,,,
c_pari_nizhny_novgorod_1b7306d2,,Pari Nizhny Novgorod,Pari Nizhny Novgorod,,,,,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,,,,,,,,,,,,,,,no_wikidata_candidates_found,No Wikidata candidates returned from search variants. Manual match required.,,,,,,,,,,
c_rostovv_302a24f4,,Rostovv,Rostovv,,,,,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,,,,,,,,,,,,,,,no_wikidata_candidates_found,No Wikidata candidates returned from search variants. Manual match required.,,,,,,,,,,
c_stade_nyonnaise_d6f19ad2,,Stade Nyonnaise,Stade Nyonnaise,,,,,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,,,,,,,,,,,,,,,no_wikidata_candidates_found,No Wikidata candidates returned from search variants. Manual match required.,,,,,,,,,,
