source_id,source_type,publisher,url,title,accessed_at,published_at,reliability_tier,notes
src_espn_440b4618,roster,ESPN,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026 World Cup squad list bootstrap source,2026-06-08 10:02:25 UTC,,trusted_media,Bootstrap roster source. Verify roster conflicts against FIFA or national federation sources.
