club_id,wikidata_id,club_name,club_name_ascii,country,league,city,stadium,club_lat,club_lon,club_source_url,geo_source,manual_review_flag,notes,player_count_at_callup,alias_count
c_aj_auxerre_5c7942ef,,AJ Auxerre,AJ Auxerre,,,,,,,,,FALSE,Merged aliases/source variants: AJ Auxerre; Auxerre. Wikidata/league/city/stadium pending Step 5b/Step 6.,5,2
c_ajax_955fab76,,Ajax,Ajax,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,4,1
c_akron_tolyatti_7891723e,,Akron Tolyatti,Akron Tolyatti,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_al_ahli_c686fb82,,Al Ahli,Al Ahli,,,,,,,,,FALSE,Merged aliases/source variants: Al Ahli; Al-Ahli. Wikidata/league/city/stadium pending Step 5b/Step 6.,9,2
c_al_ahly_d8f224e8,,Al Ahly,Al Ahly,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,9,1
c_al_ain_c5137584,,Al Ain,Al Ain,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,3,1
c_al_arabi_aed4b46c,,Al Arabi,Al Arabi,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,3,1
c_al_bataeh_bbe9608c,,Al Bataeh,Al Bataeh,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_al_duhail_917aca16,,Al Duhail,Al Duhail,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,7,1
c_al_ettifaq_807c8264,,Al Ettifaq,Al Ettifaq,,,,,,,,,FALSE,Merged aliases/source variants: Al Ettifaq; Al Etiffaq. Wikidata/league/city/stadium pending Step 5b/Step 6.,2,2
c_al_faisaly_d08621cd,,Al-Faisaly,Al-Faisaly,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,3,1
c_al_fayha_22bab1f3,,Al Fayha,Al Fayha,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_al_gharafa_cf3f2df9,,Al Gharafa,Al Gharafa,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,3,1
c_al_hilal_67047244,,Al Hilal,Al Hilal,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,11,1
c_al_hussein_1fe1435d,,Al-Hussein,Al-Hussein,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,6,1
c_al_ittihad_715274c9,,Al Ittihad,Al Ittihad,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,4,1
c_al_jazira_3cf19a97,,Al Jazira,Al Jazira,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_al_karma_f9b63d11,,Al-Karma,Al-Karma,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_al_khor_f91729aa,,Al-Khor,Al-Khor,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_al_najma_9b74810f,,Al Najma,Al Najma,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_al_nasr_0bf2f525,,Al-Nasr,Al-Nasr,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_al_nassr_4ed92392,,Al Nassr,Al Nassr,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,10,1
c_al_qadsiah_2c418904,,Al Qadsiah,Al Qadsiah,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,6,1
c_al_quwa_al_jawiya_d23a171e,,Al-Quwa Al-Jawiya,Al-Quwa Al-Jawiya,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_al_rayyan_e5871040,,Al Rayyan,Al Rayyan,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,4,1
c_al_riyadh_679deb94,,Al-Riyadh,Al-Riyadh,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_al_sadd_a599a00e,,Al Sadd,Al Sadd,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,5,1
c_al_sailiaya_6158b2fd,,Al-Sailiaya,Al-Sailiaya,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_al_shabab_e27f5149,,Al-Shabab,Al-Shabab,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_al_shamal_91835f7b,,Al Shamal,Al Shamal,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_al_shorta_03f6bef7,,Al-Shorta,Al-Shorta,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,6,1
c_al_talaba_856167fb,,Al-Talaba,Al-Talaba,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_al_ula_28613b64,,Al Ula,Al Ula,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_al_wahda_7ae987ab,,Al-Wahda,Al-Wahda,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_al_wakrah_abf60aa2,,Al Wakrah,Al Wakrah,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,4,1
c_al_wehdat_2cc29034,,Al-Wehdat,Al-Wehdat,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_al_zawraa_7bba0fc0,,Al-Zawraa,Al-Zawraa,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,4,1
c_alanyaspor_661d3784,,Alanyaspor,Alanyaspor,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_albirex_niigata_cab00434,,Albirex Niigata,Albirex Niigata,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_almere_11b3096f,,Almere,Almere,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_anderlecht_b0025a96,,Anderlecht,Anderlecht,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_angers_df67ea45,,Angers,Angers,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_antwerp_7961b08d,,Antwerp,Antwerp,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_apoel_nicosia_af3c6796,,Apoel Nicosia,Apoel Nicosia,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_apollon_limassol_b6137677,,Apollon Limassol,Apollon Limassol,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_aris_limassol_d501bdb4,,Aris Limassol,Aris Limassol,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_arsenal_93d10937,,Arsenal,Arsenal,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,16,1
c_as_far_8343a091,,AS Far,AS Far,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_as_monaco_6b2106c8,,AS Monaco,AS Monaco,,,,,,,,,FALSE,Merged aliases/source variants: AS Monaco; Monaco. Wikidata/league/city/stadium pending Step 5b/Step 6.,6,2
c_as_roma_2ecbf69f,,AS Roma,AS Roma,,,,,,,,,FALSE,Merged aliases/source variants: AS Roma; Roma. Wikidata/league/city/stadium pending Step 5b/Step 6.,6,2
c_astana_f8b0106f,,Astana,Astana,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_aston_villa_2b918477,,Aston Villa,Aston Villa,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,10,1
c_atalanta_f8d83567,,Atalanta,Atalanta,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,7,1
c_athletic_club_24c5af40,,Athletic Club,Athletic Club,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,4,1
c_athletico_paranaense_2178bb1a,,Athletico Paranaense,Athletico Paranaense,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_atlanta_united_43563fa4,,Atlanta United,Atlanta United,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_atlas_292eeed6,,Atlas,Atlas,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_atletico_madrid_9b17a9e6,,Atletico Madrid,Atletico Madrid,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,12,1
c_atletico_mineiro_a8379d4f,,Atletico Mineiro,Atletico Mineiro,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,4,1
c_atletico_nacional_4666103f,,Atlético Nacional,Atletico Nacional,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_atromitos_ea5a8225,,Atromitos,Atromitos,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_auckland_fc_a034ca43,,Auckland FC,Auckland FC,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,5,1
c_austria_vienna_84acf87e,,Austria Vienna,Austria Vienna,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_az_alkmaar_6ec3c79a,,AZ Alkmaar,AZ Alkmaar,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_baniyas_89e1539a,,Baniyas,Baniyas,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_barcelona_cb30c55c,,Barcelona,Barcelona,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,13,1
c_barcelona_b_ef28ece1,,Barcelona B,Barcelona B,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_barnsley_4509838f,,Barnsley,Barnsley,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_bastia_1e5b7984,,Bastia,Bastia,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_bayer_leverkusen_39ddc43b,,Bayer Leverkusen,Bayer Leverkusen,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,7,1
c_bayern_munich_e963c2ea,,Bayern Munich,Bayern Munich,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,17,1
c_benfica_5d914960,,Benfica,Benfica,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,8,1
c_besiktas_daeca9ad,,Besiktas,Besiktas,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,4,1
c_beveren_04c54466,,Beveren,Beveren,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_birmingham_city_b5dc6570,,Birmingham City,Birmingham City,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_boca_juniors_6bfb0da4,,Boca Juniors,Boca Juniors,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_bod_glimt_b9be1ed7,,Bodø/Glimt,Bodo/Glimt,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,3,1
c_bologna_1c61a9b1,,Bologna,Bologna,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,5,1
c_borussia_dortmund_8a058a04,,Borussia Dortmund,Borussia Dortmund,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,11,1
c_borussia_monchengladbach_e9b82a3e,,Borussia Mönchengladbach,Borussia Monchengladbach,,,,,,,,,FALSE,Merged aliases/source variants: Borussia Mönchengladbach; Borussia Moenchengladbach. Wikidata/league/city/stadium pending Step 5b/Step 6.,5,2
c_botafogo_99e3bf74,,Botafogo,Botafogo,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_braga_f3599df6,,Braga,Braga,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,3,1
c_braintree_town_abe87f1e,,Braintree Town,Braintree Town,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_brentford_99ebeb82,,Brentford,Brentford,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,4,1
c_brighton_hove_albion_5bfa8704,,Brighton & Hove Albion,Brighton & Hove Albion,,,,,,,,,FALSE,Merged aliases/source variants: Brighton & Hove Albion; Brighton. Wikidata/league/city/stadium pending Step 5b/Step 6.,8,2
c_brondby_701a4084,,Brondby,Brondby,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_burnley_b7c3fe1e,,Burnley,Burnley,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,5,1
c_buxoro_ba979d39,,Buxoro,Buxoro,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_cagliari_b9017662,,Cagliari,Cagliari,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_casa_pia_c00111a5,,Casa Pia,Casa Pia,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_castellon_8eebb754,,Castellón,Castellon,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_caykur_rizespor_5d094b3b,,Çaykur Rizespor,Caykur Rizespor,,,,,,,,,FALSE,Merged aliases/source variants: Caykur Rizesport; Çaykur Rizespor; Rizespor. Wikidata/league/city/stadium pending Step 5b/Step 6.,3,3
c_celta_vigo_d1c2cf8a,,Celta Vigo,Celta Vigo,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_celtic_a2eaecf1,,Celtic,Celtic,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,8,1
c_cercle_brugge_02b4f133,,Cercle Brugge,Cercle Brugge,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_cerro_porteno_cf028333,,Cerro Porteño,Cerro Porteno,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_charleroi_62356bf9,,Charleroi,Charleroi,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,3,1
c_charlotte_fc_f185ca79,,Charlotte FC,Charlotte FC,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_charlton_athletic_f6926677,,Charlton Athletic,Charlton Athletic,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_chaves_de187007,,Chaves,Chaves,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_chelsea_e655b01a,,Chelsea,Chelsea,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,10,1
c_chicago_fire_65c1a76f,,Chicago Fire,Chicago Fire,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,3,1
c_chivas_d38ae426,,Chivas,Chivas,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,5,1
c_club_africain_64656e78,,Club Africain,Club Africain,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_club_america_49cadc66,,Club América,Club America,,,,,,,,,FALSE,Merged aliases/source variants: Club América; América. Wikidata/league/city/stadium pending Step 5b/Step 6.,4,2
c_club_brugge_ea2adfc5,,Club Brugge,Club Brugge,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,5,1
c_club_tijuana_6e4baf66,,Club Tijuana,Club Tijuana,,,,,,,,,FALSE,Merged aliases/source variants: Club Tijuana; Tijuana. Wikidata/league/city/stadium pending Step 5b/Step 6.,2,2
c_cobresal_8c0fe5bd,,Cobresal,Cobresal,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_colorado_rapids_da865f5e,,Colorado Rapids,Colorado Rapids,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_colorado_springs_switchbacks_a19366a9,,Colorado Springs Switchbacks,Colorado Springs Switchbacks,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_columbus_crew_7b68355a,,Columbus Crew,Columbus Crew,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_como_e0ef6211,,Como,Como,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,4,1
c_copenhagen_7e10c652,,Copenhagen,Copenhagen,,,,,,,,,FALSE,Merged aliases/source variants: Copenhagen; Kobenhavn. Wikidata/league/city/stadium pending Step 5b/Step 6.,3,2
c_corinthians_276924f3,,Corinthians,Corinthians,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_cosmos_koblenz_125995a0,,Cosmos Koblenz,Cosmos Koblenz,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_coventry_city_4bce22e1,,Coventry City,Coventry City,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_cracovia_5bed2b4b,,Cracovia,Cracovia,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_cremonese_7c9dcb3d,,Cremonese,Cremonese,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_cruz_azul_71a31d4c,,Cruz Azul,Cruz Azul,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_crystal_palace_cd11ce68,,Crystal Palace,Crystal Palace,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,11,1
c_cs_sfaxien_1128368b,,CS Sfaxien,CS Sfaxien,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_cultural_leonesa_4479aa29,,Cultural Leonesa,Cultural Leonesa,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_daejeon_hana_0cece60d,,Daejeon Hana,Daejeon Hana,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_den_bosch_bb7ad83e,,Den Bosch,Den Bosch,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_deportivo_la_guaira_c9679b6f,,Deportivo La Guaira,Deportivo La Guaira,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_derby_county_900d9adb,,Derby County,Derby County,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_dibba_al_fujairah_06c16d12,,Dibba Al Fujairah,Dibba Al Fujairah,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_dinamo_samarqand_94368156,,Dinamo Samarqand,Dinamo Samarqand,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_dinamo_zagreb_d86806ac,,Dinamo Zagreb,Dinamo Zagreb,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_dynamo_makhachkala_9cc503d9,,Dynamo Makhachkala,Dynamo Makhachkala,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_dynamo_moscow_28a6f575,,Dynamo Moscow,Dynamo Moscow,,,,,,,,,FALSE,Merged aliases/source variants: Dynamo Moscow; Dinamo Moscow. Wikidata/league/city/stadium pending Step 5b/Step 6.,2,2
c_eintracht_braunschweig_c967ead8,,Eintracht Braunschweig,Eintracht Braunschweig,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_eintracht_frankfurt_52e79065,,Eintracht Frankfurt,Eintracht Frankfurt,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,8,1
c_el_gouna_d2a63f6b,,El Gouna,El Gouna,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_el_paso_locomotive_18790af8,,El Paso Locomotive,El Paso Locomotive,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_elche_e757517b,,Elche,Elche,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_elfsborg_d22fb04b,,Elfsborg,Elfsborg,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_espanyol_b65db3d8,,Espanyol,Espanyol,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_esperance_de_tunis_bd3a1ae1,,Espérance de Tunis,Esperance de Tunis,,,,,,,,,FALSE,Merged aliases/source variants: Espérance de Tunis; Esperance. Wikidata/league/city/stadium pending Step 5b/Step 6.,2,2
c_esteghlal_e23c4940,,Esteghlal,Esteghlal,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,6,1
c_estrela_amadora_ff8429b2,,Estrela Amadora,Estrela Amadora,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_estudiantes_de_la_plata_9139330d,,Estudiantes de La Plata,Estudiantes de La Plata,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_etoile_du_sahel_57c67bcf,,Étoile du Sahel,Etoile du Sahel,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_everton_fd9ce394,,Everton,Everton,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,4,1
c_farense_d90822fe,,Farense,Farense,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_fc_augsburg_ae582369,,FC Augsburg,FC Augsburg,,,,,,,,,FALSE,Merged aliases/source variants: FC Augsburg; Augsburg. Wikidata/league/city/stadium pending Step 5b/Step 6.,4,2
c_fc_cincinnati_d3ccf1dd,,FC Cincinnati,FC Cincinnati,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_fc_dallas_00dc1812,,FC Dallas,FC Dallas,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_fc_midtjylland_2f4e39b9,,FC Midtjylland,FC Midtjylland,,,,,,,,,FALSE,Merged aliases/source variants: FC Midtjylland; Midtjylland. Wikidata/league/city/stadium pending Step 5b/Step 6.,4,2
c_fc_noah_5f5fceba,,FC Noah,FC Noah,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_fc_nordsjlland_ae9978cb,,FC Nordsjælland,FC Nordsjaelland,,,,,,,,,FALSE,Merged aliases/source variants: FC Nordsjælland; Nordsjaelland. Wikidata/league/city/stadium pending Step 5b/Step 6.,2,2
c_fc_seoul_8e133359,,FC Seoul,FC Seoul,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_fc_tatran_presov_05bcf723,,FC Tatran Prešov,FC Tatran Presov,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_fc_tokyo_9926cea2,,FC Tokyo,FC Tokyo,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_fc_twente_dfc20881,,FC Twente,FC Twente,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_fc_utrecht_8e99a4a6,,FC Utrecht,FC Utrecht,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_fcsb_dbba85ac,,FCSB,FCSB,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_fcv_dender_decd464d,,FCV Dender,FCV Dender,,,,,,,,,FALSE,Merged aliases/source variants: FCV Dender; Dender. Wikidata/league/city/stadium pending Step 5b/Step 6.,2,2
c_fenerbahce_58b3ec74,,Fenerbahce,Fenerbahce,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,10,1
c_ferencvaros_b07d0cdc,,Ferencváros,Ferencvaros,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_feyenoord_c7797bfb,,Feyenoord,Feyenoord,,,,,,,,,FALSE,Merged aliases/source variants: Feyenoord; Feyenoord Rotterdam. Wikidata/league/city/stadium pending Step 5b/Step 6.,5,2
c_fiorentina_69ff41f4,,Fiorentina,Fiorentina,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_flamengo_503b2587,,Flamengo,Flamengo,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,9,1
c_fluminense_86723454,,Fluminense,Fluminense,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_foolad_1a4bede8,,Foolad,Foolad,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_fortuna_dusseldorf_78ca4c52,,Fortuna Dusseldorf,Fortuna Dusseldorf,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_frosinone_ffb745d6,,Frosinone,Frosinone,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_fulham_385c468e,,Fulham,Fulham,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,6,1
c_galatasaray_8f5e15dc,,Galatasaray,Galatasaray,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,11,1
c_gangwon_fc_a8495ff5,,Gangwon FC,Gangwon FC,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_gaziantep_36de22a4,,Gaziantep,Gaziantep,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_genclerbirligi_22e3fae3,,Gençlerbirliği,Genclerbirligi,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_genk_8993c379,,Genk,Genk,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_genoa_8456931a,,Genoa,Genoa,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_gent_2f000c7f,,Gent,Gent,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_gil_vicente_4e74984b,,Gil Vicente,Gil Vicente,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_girona_2b73c591,,Girona,Girona,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_granada_4af55cd4,,Granada,Granada,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_grazer_ak_845301c1,,Grazer AK,Grazer AK,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
