club_id,wikidata_id,club_name,club_name_ascii,country,league,city,stadium,club_lat,club_lon,club_source_url,geo_source,manual_review_flag,notes,player_count_at_callup,alias_count
c_gremio_c49f51d7,,Gremio,Gremio,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_gyori_eto_4f17868c,,Győri ETO,Gyori ETO,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_hajduk_split_903c0454,,Hajduk Split,Hajduk Split,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_hamburger_sv_bc4db90c,,Hamburger SV,Hamburger SV,,,,,,,,,FALSE,Merged aliases/source variants: Hamburger SV; Hamburg; Hamburg SV. Wikidata/league/city/stadium pending Step 5b/Step 6.,3,3
c_hannover_96_f304aed3,,Hannover 96,Hannover 96,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_heart_of_midlothian_d14abfe8,,Heart of Midlothian,Heart of Midlothian,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_hearts_422d35b1,,Hearts,Hearts,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_heracles_almelo_e3b803be,,Heracles Almelo,Heracles Almelo,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_hibernian_8382e8fd,,Hibernian,Hibernian,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_holstein_kiel_1496d34f,,Holstein Kiel,Holstein Kiel,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_hradec_kralove_16ceb4be,,Hradec Kralove,Hradec Kralove,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_hull_city_c960b36b,,Hull City,Hull City,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,3,1
c_huracan_1cba27c3,,Huracan,Huracan,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_ifk_norrkoping_3af5a7be,,IFK Norrköping,IFK Norrkoping,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_igdir_afc03fda,,Igdir,Igdir,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_independiente_4f0bb709,,Independiente,Independiente,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_independiente_del_valle_02bf2082,,Independiente del Valle,Independiente del Valle,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_independiente_rivadavia_c01b9f67,,Independiente Rivadavia,Independiente Rivadavia,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_inter_miami_12316fb2,,Inter Miami,Inter Miami,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,3,1
c_inter_milan_ec07dd66,,Inter Milan,Inter Milan,,,,,,,,,FALSE,Merged aliases/source variants: Inter Milan; Internazionale. Wikidata/league/city/stadium pending Step 5b/Step 6.,7,2
c_internacional_9f25f9e5,,Internacional,Internacional,,,,,,,,,FALSE,Merged aliases/source variants: Internacional; Internacional de Porto Alegre. Wikidata/league/city/stadium pending Step 5b/Step 6.,2,2
c_ipswich_town_0526bcf8,,Ipswich Town,Ipswich Town,,,,,,,,,FALSE,Merged aliases/source variants: Ipswich Town; Ipswich. Wikidata/league/city/stadium pending Step 5b/Step 6.,2,2
c_ironi_kiryat_shmona_c6bc74ed,,Ironi Kiryat Shmona,Ironi Kiryat Shmona,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_istanbul_basaksehir_eda9bc84,,Istanbul Basaksehir,Istanbul Basaksehir,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,4,1
c_jagiellonia_bialystok_14ff40df,,Jagiellonia Bialystok,Jagiellonia Bialystok,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_jeonbuk_hyundai_06657775,,Jeonbuk Hyundai,Jeonbuk Hyundai,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_js_kabylie_dbd91381,,JS Kabylie,JS Kabylie,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_juarez_7fd97eca,,Juárez,Juarez,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_juventus_57698fb8,,Juventus,Juventus,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,7,1
c_kaizer_chiefs_99debdde,,Kaizer Chiefs,Kaizer Chiefs,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_kalba_cd0a6e06,,Kalba,Kalba,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_karlsruher_sc_de48b4d3,,Karlsruher SC,Karlsruher SC,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_kasmpasa_61344b51,,Kasımpaşa,Kasımpasa,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_kashima_antlers_e314a26b,,Kashima Antlers,Kashima Antlers,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_kasimpasa_520d5e13,,Kasimpasa,Kasimpasa,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_kayserispor_6364c552,,Kayserispor,Kayserispor,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_kifisia_6c2ed07b,,Kifisia,Kifisia,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_kilmarnock_77ff2e4c,,Kilmarnock,Kilmarnock,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_konyaspor_93c0af9a,,Konyaspor,Konyaspor,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_krasnodar_e8c3f037,,Krasnodar,Krasnodar,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_kv_mechelen_5d03665d,,KV Mechelen,KV Mechelen,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_lafc_42b75eaf,,LAFC,LAFC,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,4,1
c_lanus_7b7e52a5,,Lanus,Lanus,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_lask_ec5e4ca0,,LASK,LASK,,,,,,,,,FALSE,Merged aliases/source variants: LASK; LASK Linz. Wikidata/league/city/stadium pending Step 5b/Step 6.,2,2
c_ldu_quito_c7b2d459,,LDU Quito,LDU Quito,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_le_havre_ac_f11b1be2,,Le Havre AC,Le Havre AC,,,,,,,,,FALSE,Merged aliases/source variants: Le Havre AC; Le Havre. Wikidata/league/city/stadium pending Step 5b/Step 6.,3,2
c_lechia_gdansk_6dd6ea20,,Lechia Gdańsk,Lechia Gdansk,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_leeds_d537b1a4,,Leeds,Leeds,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_leeds_united_4d0a095e,,Leeds United,Leeds United,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,3,1
c_leicester_city_1856e967,,Leicester City,Leicester City,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,3,1
c_lens_d18e9fd2,,Lens,Lens,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,4,1
c_leon_e09d3468,,León,Leon,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_levante_1173db37,,Levante,Levante,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_lille_5e95484f,,Lille,Lille,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,8,1
c_liverpool_53dacc53,,Liverpool,Liverpool,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,11,1
c_lokomotiv_moscow_d1e0d051,,Lokomotiv Moscow,Lokomotiv Moscow,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_lokomotiva_zagreb_5ede067f,,Lokomotiva Zagreb,Lokomotiva Zagreb,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_lorient_1d133ad3,,Lorient,Lorient,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,3,1
c_ludogorets_razgrad_596a7c7c,,Ludogorets Razgrad,Ludogorets Razgrad,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_lugano_b8a83086,,Lugano,Lugano,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_lyon_8ff8803d,,Lyon,Lyon,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,4,1
c_maccabi_haifa_f1b6b507,,Maccabi Haifa,Maccabi Haifa,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_maccabi_tel_aviv_8adccf32,,Maccabi Tel Aviv,Maccabi Tel Aviv,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_machida_zelvia_de40ad9f,,Machida Zelvia,Machida Zelvia,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_mainz_0f856462,,Mainz,Mainz,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,3,1
c_mainz_05_a2ff4aed,,Mainz 05,Mainz 05,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_malavan_5031d9ab,,Malavan,Malavan,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_mallorca_283c2cf0,,Mallorca,Mallorca,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_malmo_81e0c3a3,,Malmo,Malmo,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_mamelodi_sundowns_5ad1de31,,Mamelodi Sundowns,Mamelodi Sundowns,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,9,1
c_man_united_e54449db,,Man United,Man United,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_manchester_city_446c8158,,Manchester City,Manchester City,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,19,1
c_manchester_united_f05b841f,,Manchester United,Manchester United,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,11,1
c_marathon_947eb4c4,,Marathón,Marathon,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_marseille_8a6a0f84,,Marseille,Marseille,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,7,1
c_mazatlan_b76304f0,,Mazatlán,Mazatlan,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_melbourne_city_04bdf721,,Melbourne City,Melbourne City,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,3,1
c_melbourne_victory_7173b295,,Melbourne Victory,Melbourne Victory,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_miami_fc_86451741,,Miami FC,Miami FC,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_middlesbrough_8a024275,,Middlesbrough,Middlesbrough,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_millwall_9ef52a13,,Millwall,Millwall,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_minnesota_united_ec79d898,,Minnesota United,Minnesota United,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,3,1
c_mjallby_ba532087,,Mjallby,Mjallby,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_molde_c258d39b,,Molde,Molde,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_montana_45e96443,,Montana,Montana,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_monterrey_f10cf911,,Monterrey,Monterrey,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_montpellier_12bea8d1,,Montpellier,Montpellier,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_motherwell_8b7b9d25,,Motherwell,Motherwell,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_nacional_2b4d3a11,,Nacional,Nacional,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_nancy_c55a4912,,Nancy,Nancy,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_nantes_f85b493e,,Nantes,Nantes,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_napoli_48cfbfde,,Napoli,Napoli,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,5,1
c_nasaf_92f9d239,,Nasaf,Nasaf,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,3,1
c_navbahor_c6d5cb2a,,Navbahor,Navbahor,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_nec_nijmegen_5eeb954a,,NEC Nijmegen,NEC Nijmegen,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_neftchi_0cda2dd5,,Neftchi,Neftchi,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_neom_dd0f566d,,Neom,Neom,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_new_england_revolution_d4ef9fc5,,New England Revolution,New England Revolution,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_new_york_city_fc_d53241ec,,New York City FC,New York City FC,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,3,1
c_newcastle_jets_131175aa,,Newcastle Jets,Newcastle Jets,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_newcastle_united_492af7e1,,Newcastle United,Newcastle United,,,,,,,,,FALSE,Merged aliases/source variants: Newcastle United; Newcastle. Wikidata/league/city/stadium pending Step 5b/Step 6.,8,2
c_nice_a83a802d,,Nice,Nice,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,8,1
c_nk_maribor_feb9d4ad,,NK Maribor,NK Maribor,,,,,,,,,FALSE,Merged aliases/source variants: NK Maribor; Maribor. Wikidata/league/city/stadium pending Step 5b/Step 6.,2,2
c_norwich_city_9bfbedcc,,Norwich City,Norwich City,,,,,,,,,FALSE,Merged aliases/source variants: Norwich City; Norwich. Wikidata/league/city/stadium pending Step 5b/Step 6.,5,2
c_nottingham_forest_a950aa00,,Nottingham Forest,Nottingham Forest,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,6,1
c_olimpia_aed7596a,,Olimpia,Olimpia,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_olympiacos_41b104a8,,Olympiacos,Olympiacos,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_omonia_6a13a5a4,,Omonia,Omonia,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_orlando_city_33cea553,,Orlando City,Orlando City,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,3,1
c_orlando_pirates_1c8e17d1,,Orlando Pirates,Orlando Pirates,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,8,1
c_osasuna_f20766a6,,Osasuna,Osasuna,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_pachuca_a4c33119,,Pachuca,Pachuca,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
c_pafos_0aaaf55f,,Pafos,Pafos,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,3,1
c_pakhtakor_52dbbda0,,Pakhtakor,Pakhtakor,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,4,1
c_palmeiras_a7b8813c,,Palmeiras,Palmeiras,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,7,1
c_panathinaikos_36cb748c,,Panathinaikos,Panathinaikos,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,2,1
c_paok_d88141c2,,PAOK,PAOK,,,,,,,,,FALSE,Merged aliases/source variants: PAOK; PAOK Salonika. Wikidata/league/city/stadium pending Step 5b/Step 6.,2,2
c_pari_nizhny_novgorod_1b7306d2,,Pari Nizhny Novgorod,Pari Nizhny Novgorod,,,,,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,1,1
