city_key,country,city,source_row_count,distinct_club_id_count,distinct_club_name_count,club_ids,club_names,leagues,stadiums,source_encoding_detected
uzbekistan__namangan__99143215,Uzbekistan,Namangan,1,1,1,c_navbahor_c6d5cb2a,PFC Navbahor Namangan,Uzbekistan Super League,Markaziy Stadium (Namangan),utf-8-sig
uzbekistan__olmaliq__0a56ab9d,Uzbekistan,Olmaliq,1,1,1,c_agmk_a616cb6f,AGMK,Uzbekistan Super League,AGMK Stadium,utf-8-sig
uzbekistan__qarshi__099833cd,Uzbekistan,Qarshi,1,1,1,c_nasaf_92f9d239,FC Nasaf,Uzbekistan Super League,Markaziy Stadium (Qarshi),utf-8-sig
uzbekistan__samarkand__018a3c3d,Uzbekistan,Samarkand,1,1,1,c_dinamo_samarqand_94368156,Dinamo Samarqand,Uzbekistan Super League,Dynamo Samarkand Stadium,utf-8-sig
uzbekistan__tashkent__0b15ae98,Uzbekistan,Tashkent,1,1,1,c_pakhtakor_52dbbda0,Pakhtakor,Uzbekistan Super League,Pakhtakor Markaziy Stadium,utf-8-sig
uzbekistan__termez__395fa1c9,Uzbekistan,Termez,1,1,1,c_surkhon_b0fc6235,FC Surkhon,Uzbekistan Super League,Surkhon arena,utf-8-sig
venezuela__caracas__7dc4cafb,Venezuela,Caracas,1,1,1,c_deportivo_la_guaira_c9679b6f,Deportivo La Guaira,Venezuelan Primera División,Estadio Olímpico,utf-8-sig
venezuela__puerto-cabello__4fadd29e,Venezuela,Puerto Cabello,1,1,1,c_puerto_cabello_c8843033,Academia Puerto Cabello,Liga FUTVE,Complejo Deportivo Socialista,utf-8-sig
wales__swansea__a7f3d001,Wales,Swansea,1,1,1,c_swansea_city_40d4171f,Swansea City,EFL Championship,Swansea.com Stadium,utf-8-sig
wales__wrexham__dbdec441,Wales,Wrexham,1,1,1,c_wrexham_5a7883b4,Wrexham A.F.C.,EFL Championship,Racecourse Ground,utf-8-sig
