city_key,country,city,preferred_city_query,source_row_count,distinct_club_id_count,distinct_club_name_count,club_ids,club_names,leagues,stadiums,primary_stadium_context_query,primary_club_context_query,legacy_geonames_city_queries,legacy_stadium_queries,legacy_club_queries,existing_club_coord_count,trusted_stadium_hint_coord_count,existing_club_coord_centroid_lat,existing_club_coord_centroid_lon,existing_coordinate_basis_values,untrusted_coordinate_basis_values,existing_coordinate_sources,existing_coordinate_source_urls,data_quality_flags,review_priority,latitude,longitude,geocode_source,geocode_source_url,match_confidence,review_status,review_notes,input_city_lookup_encoding,input_club_baseline_encoding,input_legacy_hybrid_encoding
saudi-arabia__abha__4826cb91,Saudi Arabia,Abha,"Abha, Saudi Arabia",1,1,1,c_abha_a8d5b324,Abha Club,Saudi First Division League,Prince Sultan bin Abdulaziz Sports City Stadium,"Prince Sultan bin Abdulaziz Sports City Stadium, Abha, Saudi Arabia","Abha Club, Abha, Saudi Arabia","Abha, Saudi Arabia","Prince Sultan bin Abdulaziz Sports City Stadium, Abha, Saudi Arabia","Abha Club, Abha, Saudi Arabia",0,0,,,,,wikidata_step6,,,medium,18.21639,42.50528,geonames_searchJSON,https://www.geonames.org/110690,high,ready_for_geocoding_no_local_hints,GeoNames name_equals match; selected 'Abha'; admin 'عسير'; feature PPLA; population 210886; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
italy__milan__c8407de8,Italy,Milan,"Milan, Italy",2,2,2,c_ac_milan_118eeb6e | c_inter_milan_ec07dd66,AC Milan | Inter Milan,Serie A,Giuseppe Meazza Stadium,"Giuseppe Meazza Stadium, Milan, Italy","AC Milan, Milan, Italy","Milan, Italy","Giuseppe Meazza Stadium, Milan, Italy","AC Milan, Milan, Italy | Inter Milan, Milan, Italy",2,2,45.47805556,9.12388889,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q133566,multiple_clubs_same_city_country,medium,45.46427,9.18951,geonames_searchJSON,https://www.geonames.org/3173435,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Milan'; admin 'Lombardia'; feature PPLA; population 1371498; 5.3 km from trusted local centroid; top-vs-next score margin 62.7; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
ghana__accra__500f1052,Ghana,Accra,"Accra, Ghana",1,1,1,c_accra_hearts_of_oak_sc_5dd04a93,Accra Hearts of Oak S.C.,Ghana Premier League,Accra Sports Stadium,"Accra Sports Stadium, Accra, Ghana","Accra Hearts of Oak S.C., Accra, Ghana",,,,1,1,5.5516,-0.19184,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q339568,,medium,5.55602,-0.1969,geonames_searchJSON,https://www.geonames.org/2306104,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Accra'; admin 'Greater Accra'; feature PPLC; population 1963264; 0.7 km from trusted local centroid; top-vs-next score margin 104.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
greece__nikaia__93de8026,Greece,Nikaia,"Nikaia, Greece",1,1,1,c_ae_kifisias_b52d38fc,A.E. Kifisia F.C.,Super League Greece,Neapoli Stadium,"Neapoli Stadium, Nikaia, Greece","A.E. Kifisia F.C., Nikaia, Greece","Nikaia, Greece","Neapoli Stadium, Nikaia, Greece","AE Kifisias, Nikaia, Greece",0,0,,,,,wikidata_step6,,,medium,37.96667,23.65,geonames_searchJSON,https://www.geonames.org/256429,medium,ready_for_geocoding_no_local_hints,GeoNames name_equals match; selected 'Níkaia'; admin 'Αττική'; feature PPLA3; population 89380; top-vs-next score margin 4.3; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Verified.,utf-8-sig,latin-1,utf-8-sig
greece__nea-filadelfeia__e7977283,Greece,Nea Filadelfeia,"Nea Filadelfeia, Greece",1,1,1,c_aek_athens_72925ed6,AEK Athens,Super League Greece,Agia Sophia Stadium,"Agia Sophia Stadium, Nea Filadelfeia, Greece","AEK Athens, Nea Filadelfeia, Greece",,,,1,1,38.03715,23.74154,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q15284032,,medium,38.03491,23.73811,geonames_searchJSON,https://www.geonames.org/256621,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Néa Filadélfeia'; admin 'Αττική'; feature PPLA3; population 25734; 0.4 km from trusted local centroid; top-vs-next score margin 86.3; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
greece__larissa__a035c8e4,Greece,Larissa,"Larissa, Greece",1,1,1,c_ael_431116e5,Athlitiki Enosi Larissa F.C.,Super League Greece 2,AEL FC Arena,"AEL FC Arena, Larissa, Greece","Athlitiki Enosi Larissa F.C., Larissa, Greece","Larissa, Greece","AEL FC Arena, Larissa, Greece","AEL, Larissa, Greece",0,0,,,,,wikidata_step6,,,medium,39.62847,22.42112,geonames_searchJSON,https://www.geonames.org/258576,low,ready_for_geocoding_no_local_hints,GeoNames name_equals match; selected 'Lárisa'; admin 'Θεσσαλία'; feature PPLA; population 146926; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Verified.,utf-8-sig,latin-1,utf-8-sig
cyprus__kolossi__faffbad3,Cyprus,Kolossi,"Kolossi, Cyprus",3,3,3,c_ael_limassol_2cf0940b | c_apollon_limassol_b6137677 | c_aris_limassol_d501bdb4,AEL Limassol | Apollon Limassol FC | Aris Limassol FC,Cypriot First Division,Alphamega Stadium,"Alphamega Stadium, Kolossi, Cyprus","AEL Limassol, Kolossi, Cyprus","Kolossi, Cyprus","Alphamega Stadium, Kolossi, Cyprus | Limassol Arena, Kolossi, Cyprus","AEL Limassol, Kolossi, Cyprus | Apollon Limassol, Kolossi, Cyprus | Aris Limassol, Kolossi, Cyprus",3,3,34.693194,32.939278,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q60417957,multiple_clubs_same_city_country,medium,34.66865,32.93375,geonames_searchJSON,https://www.geonames.org/146451,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Kolossi'; admin 'Επαρχία Λάρνακας'; feature PPL; population 6478; 2.8 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
england__bournemouth__76f7ee7d,England,Bournemouth,"Bournemouth, England",1,1,1,c_afc_bournemouth_61e18bcd,AFC Bournemouth,Premier League,Dean Court,"Dean Court, Bournemouth, England","AFC Bournemouth, Bournemouth, England",,,,1,1,50.735278,-1.838333,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q619094,,medium,50.72048,-1.8795,geonames_searchJSON,https://www.geonames.org/2655095,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Bournemouth'; admin 'England'; feature PPLA2; population 163600; 3.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
denmark__aarhus__55d77285,Denmark,Aarhus,"Aarhus, Denmark",1,1,1,c_agf_aarhus_255f8d4c,Aarhus Gymnastikforening,Danish Superliga,Vejlby Stadium,"Vejlby Stadium, Aarhus, Denmark","Aarhus Gymnastikforening, Aarhus, Denmark",,,,1,1,56.131944,10.196389,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q1961383,,medium,56.15674,10.21076,geonames_searchJSON,https://www.geonames.org/2624652,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Århus'; admin 'Region Midtjylland'; feature PPLA2; population 285273; 2.9 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
uzbekistan__olmaliq__0a56ab9d,Uzbekistan,Olmaliq,"Olmaliq, Uzbekistan",1,1,1,c_agmk_a616cb6f,AGMK,Uzbekistan Super League,AGMK Stadium,"AGMK Stadium, Olmaliq, Uzbekistan","AGMK, Olmaliq, Uzbekistan",,,,1,1,40.845429,69.600019,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q5927465,,medium,40.84472,69.59833,geonames_searchJSON,https://www.geonames.org/1513064,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Olmaliq'; admin 'Toshkent viloyati'; feature PPL; population 133400; 0.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
sweden__stockholm__40fa3e82,Sweden,Stockholm,"Stockholm, Sweden",1,1,1,c_aik_9fa4ead4,AIK Fotboll,Allsvenskan,Nationalarenan,"Nationalarenan, Stockholm, Sweden","AIK Fotboll, Stockholm, Sweden","Stockholm, Sweden","Nationalarenan, Stockholm, Sweden","AIK, Stockholm, Sweden",0,0,,,,,wikidata_step6,,,medium,59.32938,18.06871,geonames_searchJSON,https://www.geonames.org/2673730,high,ready_for_geocoding_no_local_hints,GeoNames name_equals match; selected 'Stockholm'; admin 'Stockholms län'; feature PPLC; population 1515017; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
france__auxerre__9554581e,France,Auxerre,"Auxerre, France",1,1,1,c_aj_auxerre_5c7942ef,AJ Auxerre,Ligue 1,Stade de l'Abbé-Deschamps,"Stade de l'Abbé-Deschamps, Auxerre, France","AJ Auxerre, Auxerre, France","Auxerre, France","Stade de l'Abb-Deschamps, Auxerre, France","AJ Auxerre, Auxerre, France",1,1,47.78672,3.58871,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q1347183,,medium,47.7996,3.57033,geonames_searchJSON,https://www.geonames.org/3035843,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Auxerre'; admin 'Bourgogne'; feature PPLA2; population 41516; 2.0 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
netherlands__amsterdam__60fce071,Netherlands,Amsterdam,"Amsterdam, Netherlands",1,1,1,c_ajax_955fab76,AFC Ajax,Eredivisie,Johan Cruyff Arena,"Johan Cruyff Arena, Amsterdam, Netherlands","AFC Ajax, Amsterdam, Netherlands","Amsterdam, Netherlands","Johan Cruyff Arena, Amsterdam, Netherlands","Ajax, Amsterdam, Netherlands",0,0,,,,,wikidata_step6,,,medium,52.37403,4.88969,geonames_searchJSON,https://www.geonames.org/2759794,high,ready_for_geocoding_no_local_hints,GeoNames name_equals match; selected 'Amsterdam'; admin 'Noord-Holland'; feature PPLC; population 741636; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
russia__samara__135c829f,Russia,Samara,"Samara, Russia",1,1,1,c_akron_tolyatti_7891723e,Akron Tolyatti,Russian Premier League,Samara Arena,"Samara Arena, Samara, Russia","Akron Tolyatti, Samara, Russia",,,,1,1,53.277534,50.23769,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q4439099,,medium,53.20767,50.13553,geonames_searchJSON,https://www.geonames.org/499099,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Samara'; admin 'Самарская Область'; feature PPLA; population 1163399; 10.3 km from trusted local centroid; top-vs-next score margin 102.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
saudi-arabia__jeddah__ef192a1c,Saudi Arabia,Jeddah,"Jeddah, Saudi Arabia",2,2,2,c_al_ahli_c686fb82 | c_al_ittihad_715274c9,Al-Ahli Saudi FC | Al-Ittihad Club,Saudi Pro League,King Abdullah Sports City | King Abdullah Sports City Stadium,"King Abdullah Sports City, Jeddah, Saudi Arabia","Al-Ahli Saudi FC, Jeddah, Saudi Arabia","Jeddah, Saudi Arabia","King Abdullah Sports City Stadium, Jeddah, Saudi Arabia","Al Ittihad, Jeddah, Saudi Arabia",2,2,21.762627,39.165096,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q6411211,multiple_clubs_same_city_country | multiple_stadium_contexts,medium,21.49012,39.18624,geonames_searchJSON,https://www.geonames.org/105343,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Jeddah'; admin 'مكة المكرّمة'; feature PPL; population 4697000; 30.4 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
egypt__cairo__f51a7213,Egypt,Cairo,"Cairo, Egypt",3,3,3,c_al_ahly_d8f224e8 | c_pyramids_fc_7ade8ddc | c_zamalek_b40573d7,Al Ahly SC | Pyramids FC | Zamalek SC,Egyptian Premier League,30 June Stadium | Cairo International Stadium,"30 June Stadium, Cairo, Egypt","Al Ahly SC, Cairo, Egypt","Cairo, Egypt","Al Salam Stadium, Cairo, Egypt | Cairo International Stadium, Cairo, Egypt","Al Ahly SC, Cairo, Egypt | Zamalek, Cairo, Egypt",3,3,30.087837,31.37367767,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q158985 | https://www.wikidata.org/wiki/Q430815 | https://www.wikidata.org/wiki/Q4634507,multiple_clubs_same_city_country | multiple_stadium_contexts,medium,30.06263,31.24967,geonames_searchJSON,https://www.geonames.org/360630,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Cairo'; admin 'القاهرة'; feature PPLC; population 9606916; 12.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
united-arab-emirates__al-ain__e6f0be89,United Arab Emirates,Al Ain,"Al Ain, United Arab Emirates",1,1,1,c_al_ain_c5137584,Al Ain FC,UAE Pro League,Hazza bin Zayed Stadium,"Hazza bin Zayed Stadium, Al Ain, United Arab Emirates","Al Ain FC, Al Ain, United Arab Emirates","Al Ain, United Arab Emirates","Hazza bin Zayed Stadium, Al Ain, United Arab Emirates","Al Ain FC, Al Ain, United Arab Emirates",1,1,24.2456,55.7166,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q15646927,,medium,24.19167,55.76056,geonames_searchJSON,https://www.geonames.org/292913,low,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Al Ain City'; admin 'أبو ظبي'; feature PPL; population 846747; 7.5 km from trusted local centroid; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Verified.,utf-8-sig,latin-1,utf-8-sig
qatar__doha__d0c76c19,Qatar,Doha,"Doha, Qatar",6,6,6,c_al_arabi_aed4b46c | c_al_duhail_917aca16 | c_al_gharafa_cf3f2df9 | c_al_sadd_a599a00e | c_al_sailiaya_6158b2fd | c_qatar_sc_fd8bd006,Al Duhail | Al Gharafa | Al Sadd SC | Al-Arabi SC (Qatar) | Al-Sailiya SC | Qatar SC,Qatar Stars League,Grand Hamad Stadium | Hamad bin Khalifa Stadium | Jassim Bin Hamad Stadium | Lekhwiya Sports Stadium | Suheim bin Hamad Stadium | Thani bin Jassim Stadium,"Grand Hamad Stadium, Doha, Qatar","Al Duhail, Doha, Qatar","Doha, Qatar","Hamad bin Khalifa Stadium, Doha, Qatar | Jassim Bin Hamad Stadium, Doha, Qatar | Suheim bin Hamad Stadium, Doha, Qatar","Al Sadd, Doha, Qatar | Al-Sailiaya, Doha, Qatar | Qatar SC, Doha, Qatar",5,5,25.3121344,51.485391,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q1073161 | https://www.wikidata.org/wiki/Q1151332 | https://www.wikidata.org/wiki/Q3271676 | https://www.wikidata.org/wiki/Q428177 | https://www.wikidata.org/wiki/Q6181753,multiple_clubs_same_city_country | multiple_stadium_contexts,medium,25.28545,51.53096,geonames_searchJSON,https://www.geonames.org/290030,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Doha'; admin 'بَلَدِيَّة اَلدَّوْحَة'; feature PPLC; population 344939; 5.5 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
united-arab-emirates__al-bataeh__c806c9a3,United Arab Emirates,Al Bataeh,"Al Bataeh, United Arab Emirates",1,1,1,c_al_bataeh_bbe9608c,Al Bataeh Club,UAE Pro League,Al Bataeh Stadium,"Al Bataeh Stadium, Al Bataeh, United Arab Emirates","Al Bataeh Club, Al Bataeh, United Arab Emirates","Al Bataeh, United Arab Emirates","Al Bataeh Stadium, Al Bataeh, United Arab Emirates","Al Bataeh, Al Bataeh, United Arab Emirates",0,0,,,,,wikidata_step6,,,medium,25.271944,55.736389,geohack,https://geohack.toolforge.org/geohack.php?pagename=Al_Bataeh&params=25_16_19_N_55_44_11_E_region:AE_type:city(6000),low,ready_for_geocoding_no_local_hints,"GeoNames returned no populated-place matches for this city-country query. NOTE: No GeoNames link, found alternative.",utf-8-sig,latin-1,utf-8-sig
saudi-arabia__dammam__72268880,Saudi Arabia,Dammam,"Dammam, Saudi Arabia",1,1,1,c_al_ettifaq_807c8264,Al-Ettifaq Club,Saudi Pro League,Al-Ettifaq Club Stadium,"Al-Ettifaq Club Stadium, Dammam, Saudi Arabia","Al-Ettifaq Club, Dammam, Saudi Arabia",,,,1,1,26.35057111,50.18114278,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q126391645,,medium,26.43442,50.10326,geonames_searchJSON,https://www.geonames.org/110336,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Dammam'; admin 'المنطقة الشرقية'; feature PPLA; population 1252523; 12.1 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
jordan__amman__870dc7a5,Jordan,Amman,"Amman, Jordan",2,2,2,c_al_faisaly_d08621cd | c_al_wehdat_2cc29034,Al-Faisaly SC | Al-Wehdat SC,Jordan Premier League | Jordanian Pro League,Amman International Stadium | King Abdullah II Stadium,"Amman International Stadium, Amman, Jordan","Al-Faisaly SC, Amman, Jordan","Amman, Jordan","Amman International Stadium, Amman, Jordan | King Abdullah II Stadium, Amman, Jordan","Al-Faisaly, Amman, Jordan | Al-Wehdat SC, Amman, Jordan",2,2,28.90721438,40.66053867,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q3269933 | https://www.wikidata.org/wiki/Q7244241,multiple_clubs_same_city_country | multiple_stadium_contexts | trusted_local_hints_have_large_spread,medium,31.95522,35.94503,geonames_searchJSON,https://www.geonames.org/250441,low,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Amman'; admin 'محافظة عمّان'; feature PPLC; population 1275857; 564.9 km from trusted local centroid; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Manually verified.,utf-8-sig,latin-1,utf-8-sig
saudi-arabia__al-majma-ah__e112375f,Saudi Arabia,Al Majma'ah,"Al Majma'ah, Saudi Arabia",1,1,1,c_al_fayha_22bab1f3,Al-Fayha Club,Saudi Pro League,Prince Salman Bin Abdulaziz Sport City Stadium,"Prince Salman Bin Abdulaziz Sport City Stadium, Al Majma'ah, Saudi Arabia","Al-Fayha Club, Al Majma'ah, Saudi Arabia",,,,1,1,25.886929,45.368021,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q7244241,,medium,25.91097,45.35665,geonames_searchJSON,https://www.geonames.org/109194,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Al Majma‘ah'; admin 'منطقة الرياض‎'; feature PPLA2; 2.9 km from trusted local centroid; top-vs-next score margin 83.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
saudi-arabia__riyadh__e7a5cde7,Saudi Arabia,Riyadh,"Riyadh, Saudi Arabia",4,4,4,c_al_hilal_67047244 | c_al_nassr_4ed92392 | c_al_riyadh_679deb94 | c_al_shabab_e27f5149,Al Hilal SFC | Al Shabab Club | Al-Nassr FC | Al-Riyadh SC,Saudi Pro League,Al-Shabab Club Stadium | King Saud University Stadium | Kingdom Arena | Prince Turki bin Abdul Aziz Stadium,"Al-Shabab Club Stadium, Riyadh, Saudi Arabia","Al Hilal SFC, Riyadh, Saudi Arabia","Riyadh, Saudi Arabia","Al-Shabab Club Stadium, Riyadh, Saudi Arabia | KSU Stadium, Riyadh, Saudi Arabia | Kingdom Arena, Riyadh, Saudi Arabia | Prince Turki bin Abdul Aziz Stadium, Riyadh, Saudi Arabia","Al Hilal, Riyadh, Saudi Arabia | Al Shabab Club, Riyadh, Saudi Arabia | Al-Nassr FC, Riyadh, Saudi Arabia | Al-Riyadh, Riyadh, Saudi Arabia",4,4,24.44595639,49.55752561,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q20421103 | https://www.wikidata.org/wiki/Q3272395 | https://www.wikidata.org/wiki/Q763077 | https://www.wikidata.org/wiki/Q85794527,multiple_clubs_same_city_country | multiple_stadium_contexts | trusted_local_hints_have_large_spread,medium,24.68773,46.72185,geonames_searchJSON,https://www.geonames.org/108410,low,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Riyadh'; admin 'منطقة الرياض‎'; feature PPLC; population 4205961; 288.0 km from trusted local centroid; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Verified.,utf-8-sig,latin-1,utf-8-sig
jordan__irbid__f5b0aa53,Jordan,Irbid,"Irbid, Jordan",1,1,1,c_al_hussein_1fe1435d,Al-Hussein SC (Irbid),Jordanian Pro League,Al-Hassan Stadium,"Al-Hassan Stadium, Irbid, Jordan","Al-Hussein SC (Irbid), Irbid, Jordan","Irbid, Jordan","Al-Hassan Stadium, Irbid, Jordan","Al-Hussein, Irbid, Jordan",1,1,32.5375,35.860278,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q4117207,,medium,32.55556,35.85,geonames_searchJSON,https://www.geonames.org/248946,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Irbid'; admin 'اربد'; feature PPLA; population 569068; 2.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
united-arab-emirates__abu-dhabi__2f0f3c6b,United Arab Emirates,Abu Dhabi,"Abu Dhabi, United Arab Emirates",3,3,3,c_al_jazira_3cf19a97 | c_al_wahda_7ae987ab | c_baniyas_89e1539a,Al Jazira | Al Wahda FC | Baniyas,UAE Pro League,Al Nahyan Stadium | Baniyas Stadium | Mohammed Bin Zayed Stadium,"Al Nahyan Stadium, Abu Dhabi, United Arab Emirates","Al Jazira, Abu Dhabi, United Arab Emirates","Abu Dhabi, Saudi Arabia","Al Nahyan Stadium, Abu Dhabi, Saudi Arabia","Al Wahda FC, Abu Dhabi, Saudi Arabia",3,3,23.42937467,49.68380967,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q1129161 | https://www.wikidata.org/wiki/Q283849 | https://www.wikidata.org/wiki/Q4116974,multiple_clubs_same_city_country | multiple_stadium_contexts | trusted_local_hints_have_large_spread,medium,24.45118,54.39696,geonames_searchJSON,https://www.geonames.org/292968,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Abu Dhabi'; admin 'أبو ظبي'; feature PPLC; population 1807000; 15.4 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
iraq__fallujah__b131d0a2,Iraq,Fallujah,"Fallujah, Iraq",1,1,1,c_al_karma_f9b63d11,Al-Karma SC,Iraqi First Division League,Al-Fallujah Stadium,"Al-Fallujah Stadium, Fallujah, Iraq","Al-Karma SC, Fallujah, Iraq",,,,1,1,33.35138889,43.81102778,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q111294909,,medium,33.34913,43.78599,geonames_searchJSON,https://www.geonames.org/99454,low,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Al Fallūjah'; admin 'الانبار'; feature PPLA2; population 190159; 2.3 km from trusted local centroid; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Verified.,utf-8-sig,latin-1,utf-8-sig
saudi-arabia__unaizah__ca294e3d,Saudi Arabia,Unaizah,"Unaizah, Saudi Arabia",1,1,1,c_al_najma_9b74810f,Al-Najma SC (Saudi Arabia),Saudi First Division League,Al-Najma Club Stadium,"Al-Najma Club Stadium, Unaizah, Saudi Arabia","Al-Najma SC (Saudi Arabia), Unaizah, Saudi Arabia","Unaizah, Saudi Arabia","Al-Najma Club Stadium, Unaizah, Saudi Arabia","Al-Najma SC (Saudi Arabia), Unaizah, Saudi Arabia",0,0,,,,,wikidata_step6,,,medium,26.08793,43.96368,geonames_searchJSON,https://www.geonames.org/101732,medium,ready_for_geocoding_no_local_hints,GeoNames name_equals match; selected 'Unaizah'; admin 'القصيم'; feature PPL; population 183319; top-vs-next score margin 12.8; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Manually corrected.,utf-8-sig,latin-1,utf-8-sig
united-arab-emirates__dubai__454503b5,United Arab Emirates,Dubai,"Dubai, United Arab Emirates",2,2,2,c_al_nasr_0bf2f525 | c_shabab_al_ahli_7bfa5689,Al-Nasr SC (Dubai) | Shabab Al Ahli Club,UAE Pro League,Al-Maktoum Stadium | Rashid Stadium,"Al-Maktoum Stadium, Dubai, United Arab Emirates","Al-Nasr SC (Dubai), Dubai, United Arab Emirates","Dubai, United Arab Emirates","Rashid Stadium, Dubai, United Arab Emirates","Shabab Al Ahli Club, Dubai, United Arab Emirates",2,2,25.25982778,55.33683056,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q2525218 | https://www.wikidata.org/wiki/Q3119433,multiple_clubs_same_city_country | multiple_stadium_contexts,medium,25.07725,55.30927,geonames_searchJSON,https://www.geonames.org/292223,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Dubai'; admin 'دبي'; feature PPLA; population 3790000; 20.5 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
saudi-arabia__khobar__e4258904,Saudi Arabia,Khobar,"Khobar, Saudi Arabia",1,1,1,c_al_qadsiah_2c418904,Al Qadsiah FC,Saudi Pro League,Prince Saud bin Jalawi Sports City Stadium,"Prince Saud bin Jalawi Sports City Stadium, Khobar, Saudi Arabia","Al Qadsiah FC, Khobar, Saudi Arabia","Khobar, Saudi Arabia","Prince Saud bin Jalawi Sports City Stadium, Khobar, Saudi Arabia","Al Qadsiah, Khobar, Saudi Arabia",1,1,26.3699,50.2052,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q4116127,,medium,26.27944,50.20833,geonames_searchJSON,https://www.geonames.org/109323,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Khobar'; admin 'المنطقة الشرقية'; feature PPL; population 165799; 10.1 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
