city_key,country,city,preferred_city_query,source_row_count,distinct_club_id_count,distinct_club_name_count,club_ids,club_names,leagues,stadiums,primary_stadium_context_query,primary_club_context_query,legacy_geonames_city_queries,legacy_stadium_queries,legacy_club_queries,existing_club_coord_count,trusted_stadium_hint_coord_count,existing_club_coord_centroid_lat,existing_club_coord_centroid_lon,existing_coordinate_basis_values,untrusted_coordinate_basis_values,existing_coordinate_sources,existing_coordinate_source_urls,data_quality_flags,review_priority,latitude,longitude,geocode_source,geocode_source_url,match_confidence,review_status,review_notes,input_city_lookup_encoding,input_club_baseline_encoding,input_legacy_hybrid_encoding
sweden__norrkoping__c2b01aa9,Sweden,Norrköping,"Norrköping, Sweden",1,1,1,c_ifk_norrkoping_3af5a7be,IFK Norrköping,Superettan,Idrottsparken (Norrköping),"Idrottsparken (Norrköping), Norrköping, Sweden","IFK Norrköping, Norrköping, Sweden","Norrkping, Sweden","Idrottsparken (Norrkping), Norrkping, Sweden","IFK Norrkping, Norrkping, Sweden",0,0,,,,,wikidata_step6,,,medium,58.59419,16.1826,geonames_searchJSON,https://www.geonames.org/2688368,high,ready_for_geocoding_no_local_hints,GeoNames name_equals match; selected 'Norrköping'; admin 'Östergötlands län'; feature PPLA2; population 93765; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
turkey__igdr__12d0f222,Turkey,Iğdır,"Iğdır, Turkey",1,1,1,c_igdir_afc03fda,Iğdır F.K.,TFF 1. Lig,Iğdır City Stadium,"Iğdır City Stadium, Iğdır, Turkey","Iğdır F.K., Iğdır, Turkey","I_dõr, Turkey","I_dõr City Stadium, I_dõr, Turkey","Igdir, I_dõr, Turkey",1,0,,,wikidata_club_coordinate_P625_review_needed,wikidata_club_coordinate_P625_review_needed,wikidata_step6,https://www.wikidata.org/wiki/Q8003601,only_untrusted_local_coordinate_hints,high,39.92371,44.045,geonames_searchJSON,https://www.geonames.org/311665,high,ready_for_geocoding_with_untrusted_hints,GeoNames name_equals match; selected 'Iğdır'; admin 'Iğdır'; feature PPLA; population 101700; top-vs-next score margin 129.6; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
argentina__avellaneda__53933d27,Argentina,Avellaneda,"Avellaneda, Argentina",1,1,1,c_independiente_4f0bb709,Club Atlético Independiente,Primera División de Argentina,Estadio Libertadores de América,"Estadio Libertadores de América, Avellaneda, Argentina","Club Atlético Independiente, Avellaneda, Argentina","Avellaneda, Argentina","Estadio Libertadores de Amrica, Avellaneda, Argentina","Club Atltico Independiente, Avellaneda, Argentina",1,1,-34.670267,-58.370969,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q1192458,,medium,-34.66018,-58.36744,geonames_searchJSON,https://www.geonames.org/7535637,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Avellaneda'; admin 'Buenos Aires'; feature PPLA2; 1.2 km from trusted local centroid; top-vs-next score margin 69.9; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
ecuador__amaguana__307d3913,Ecuador,Amaguaña,"Amaguaña, Ecuador",1,1,1,c_independiente_del_valle_02bf2082,Independiente del Valle,Ecuador Serie A,Estadio Banco Guayaquil,"Estadio Banco Guayaquil, Amaguaña, Ecuador","Independiente del Valle, Amaguaña, Ecuador","Amaguaa, Ecuador","Estadio Banco Guayaquil, Amaguaa, Ecuador","Independiente del Valle, Amaguaa, Ecuador",1,1,-0.329167,-78.445,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q5400480,,medium,-0.37568,-78.50615,geonames_searchJSON,https://www.geonames.org/3660711,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Amaguaña'; admin 'Pichincha'; feature PPL; 8.5 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
argentina__mendoza__eb872bb5,Argentina,Mendoza,"Mendoza, Argentina",1,1,1,c_independiente_rivadavia_c01b9f67,Independiente Rivadavia,Primera División de Argentina,Estadio Bautista Gargantini,"Estadio Bautista Gargantini, Mendoza, Argentina","Independiente Rivadavia, Mendoza, Argentina",,,,1,1,-32.890786,-68.862777,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q5400104,,medium,-32.88946,-68.84582,geonames_searchJSON,https://www.geonames.org/3844421,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Mendoza'; admin 'Mendoza'; feature PPLA; population 114893; 1.6 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
united-states__miami__a0eca83d,United States,Miami,"Miami, United States",2,2,2,c_inter_miami_12316fb2 | c_miami_fc_86451741,Inter Miami | Miami FC,Major League Soccer | USL Championship,Nu Stadium | Pitbull Stadium,"Nu Stadium, Miami, United States","Inter Miami, Miami, United States","Miami, United States","Pitbull Stadium, Miami, United States","Miami FC, Miami, United States",2,2,25.97277778,-80.26944456,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q1388701 | https://www.wikidata.org/wiki/Q65240568,multiple_clubs_same_city_country | multiple_stadium_contexts,medium,25.77427,-80.19366,geonames_searchJSON,https://www.geonames.org/4164138,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Miami'; admin 'Florida'; feature PPLA2; population 487014; 23.3 km from trusted local centroid; top-vs-next score margin 74.7; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
england__ipswich__23aff0ad,England,Ipswich,"Ipswich, England",1,1,1,c_ipswich_town_0526bcf8,Ipswich Town F.C.,Premier League,Portman Road,"Portman Road, Ipswich, England","Ipswich Town F.C., Ipswich, England","Ipswich, United Kingdom","Portman Road, Ipswich, United Kingdom","Ipswich Town, Ipswich, United Kingdom",1,1,52.055,1.14527778,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q619558,,medium,52.05917,1.15545,geonames_searchJSON,https://www.geonames.org/2646057,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Ipswich'; admin 'England'; feature PPLA2; population 178835; 0.8 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
israel__kiryat-shmona__76c2e1ab,Israel,Kiryat Shmona,"Kiryat Shmona, Israel",1,1,1,c_ironi_kiryat_shmona_c6bc74ed,Ironi Kiryat Shmona,Israeli Premier League,Kiryat Shmona Municipal Stadium,"Kiryat Shmona Municipal Stadium, Kiryat Shmona, Israel","Ironi Kiryat Shmona, Kiryat Shmona, Israel",,,,1,1,33.207894,35.575629,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q6416328,,medium,33.21204,35.57044,geonames_searchJSON,https://www.geonames.org/293825,low,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Qiryat Shmona'; admin 'הצפון'; feature PPL; population 22512; 0.3 km from trusted local centroid; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Manually corrected coordinates.,utf-8-sig,latin-1,utf-8-sig
turkey__basaksehir__9e1040f1,Turkey,Başakşehir,"Başakşehir, Turkey",1,1,1,c_istanbul_basaksehir_eda9bc84,İstanbul Başakşehir F.K.,Süper Lig,Başakşehir Fatih Terim Stadium,"Başakşehir Fatih Terim Stadium, Başakşehir, Turkey","İstanbul Başakşehir F.K., Başakşehir, Turkey",,,,1,1,41.1228,28.8087,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q17182993,,medium,41.106,28.791,geonames_searchJSON,https://www.geonames.org/6947639,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Başakşehir'; admin 'İstanbul'; feature PPLA2; population 193750; 2.4 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
poland__biaystok__f527bcde,Poland,Białystok,"Białystok, Poland",1,1,1,c_jagiellonia_bialystok_14ff40df,Jagiellonia Białystok,Ekstraklasa,Stadion Miejski (Białystok),"Stadion Miejski (Białystok), Białystok, Poland","Jagiellonia Białystok, Białystok, Poland",,,,1,1,53.105556,23.148889,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q2470765,,medium,53.13333,23.16433,geonames_searchJSON,https://www.geonames.org/776069,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Białystok'; admin 'Województwo podlaskie'; feature PPLA; population 295683; 3.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
south-korea__jeonju__81ac771a,South Korea,Jeonju,"Jeonju, South Korea",1,1,1,c_jeonbuk_hyundai_06657775,Jeonbuk Hyundai,K League 1,Jeonju World Cup Stadium,"Jeonju World Cup Stadium, Jeonju, South Korea","Jeonbuk Hyundai, Jeonju, South Korea",,,,1,1,35.868071,127.06448,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q562072,,medium,35.82194,127.14889,geonames_searchJSON,https://www.geonames.org/1845457,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Jeonju'; admin '전라북도'; feature PPLA; population 629618; 9.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
algeria__tizi-ouzou__c56f377f,Algeria,Tizi Ouzou,"Tizi Ouzou, Algeria",1,1,1,c_js_kabylie_dbd91381,JS Kabylie,Algerian Ligue Professionnelle 1,Hocine-Ait Ahmed Stadium,"Hocine-Ait Ahmed Stadium, Tizi Ouzou, Algeria","JS Kabylie, Tizi Ouzou, Algeria",,,,1,1,36.728894,4.014039,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q3495484,,medium,36.71182,4.04591,geonames_searchJSON,https://www.geonames.org/2475744,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Tizi Ouzou'; admin 'تيزي وزو'; feature PPLA; population 104312; 3.4 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
mexico__ciudad-juarez__503284d6,Mexico,Ciudad Juárez,"Ciudad Juárez, Mexico",1,1,1,c_juarez_7fd97eca,FC Juárez,Liga MX,Estadio Olímpico Benito Juárez,"Estadio Olímpico Benito Juárez, Ciudad Juárez, Mexico","FC Juárez, Ciudad Juárez, Mexico","Ciudad Jurez, Mexico","Estadio Olmpico Benito Jurez, Ciudad Jurez, Mexico","Jurez, Ciudad Jurez, Mexico",0,0,,,,,wikidata_step6,,,medium,31.72024,-106.46084,geonames_searchJSON,https://www.geonames.org/4013708,high,ready_for_geocoding_no_local_hints,GeoNames name_equals match; selected 'Ciudad Juárez'; admin 'Chihuahua'; feature PPLA2; population 1512450; top-vs-next score margin 21.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
italy__turin__480c693b,Italy,Turin,"Turin, Italy",2,2,2,c_juventus_57698fb8 | c_torino_3891b778,Juventus FC | Torino,Serie A,Juventus Stadium | Stadio Olimpico Grande Torino,"Juventus Stadium, Turin, Italy","Juventus FC, Turin, Italy","Turin, Italy","Juventus Stadium, Turin, Italy","Juventus, Turin, Italy",2,2,45.0756305,7.6456235,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q214629 | https://www.wikidata.org/wiki/Q62149,multiple_clubs_same_city_country | multiple_stadium_contexts,medium,45.07049,7.68682,geonames_searchJSON,https://www.geonames.org/3165524,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Turin'; admin 'Piemonte'; feature PPLA; population 847287; 3.3 km from trusted local centroid; top-vs-next score margin 26.5; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
south-africa__johannesburg__1828ef45,South Africa,Johannesburg,"Johannesburg, South Africa",1,1,1,c_kaizer_chiefs_99debdde,Kaizer Chiefs F.C.,South African Premiership,FNB Stadium,"FNB Stadium, Johannesburg, South Africa","Kaizer Chiefs F.C., Johannesburg, South Africa","Johannesburg, South Africa","FNB Stadium, Johannesburg, South Africa","Kaizer Chiefs, Johannesburg, South Africa",1,1,-26.234806,27.982378,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q163521,,medium,-26.20227,28.04363,geonames_searchJSON,https://www.geonames.org/993800,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Johannesburg'; admin 'IGauteng'; feature PPLA; population 9418183; 7.1 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
united-arab-emirates__kalba__e36f51e3,United Arab Emirates,Kalba,"Kalba, United Arab Emirates",1,1,1,c_kalba_cd0a6e06,Kalba FC,UAE Pro League,Ittihad Kalba Stadium,"Ittihad Kalba Stadium, Kalba, United Arab Emirates","Kalba FC, Kalba, United Arab Emirates","Kalba, United Arab Emirates","Ittihad Kalba Stadium, Kalba, United Arab Emirates","Kalba, Kalba, United Arab Emirates",0,0,,,,,wikidata_step6,,,medium,25.0513,56.35422,geonames_searchJSON,https://www.geonames.org/291763,high,ready_for_geocoding_no_local_hints,GeoNames name_equals match; selected 'Kalbā'; admin 'الشارقة'; feature PPL; population 37545; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
germany__karlsruhe__57973876,Germany,Karlsruhe,"Karlsruhe, Germany",1,1,1,c_karlsruher_sc_de48b4d3,Karlsruher SC,2. Bundesliga,Wildparkstadion,"Wildparkstadion, Karlsruhe, Germany","Karlsruher SC, Karlsruhe, Germany","Karlsruhe, Germany","Wildparkstadion, Karlsruhe, Germany","Karlsruher SC, Karlsruhe, Germany",1,1,49.02,8.41305555,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q590268,,medium,49.00937,8.40444,geonames_searchJSON,https://www.geonames.org/2892794,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Karlsruhe'; admin 'Baden-Württemberg'; feature PPLA2; population 283799; 1.3 km from trusted local centroid; top-vs-next score margin 99.4; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
japan__kashima-ibaraki__23d62e9e,Japan,"Kashima, Ibaraki","Kashima, Ibaraki, Japan",1,1,1,c_kashima_antlers_e314a26b,Kashima Antlers,J1 League,Kashima Soccer Stadium,"Kashima Soccer Stadium, Kashima, Ibaraki, Japan","Kashima Antlers, Kashima, Ibaraki, Japan",,,,1,1,35.991744,140.640525,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q494769,,medium,35.96536,140.64474,geonames_searchJSON,https://www.geonames.org/1860748,low,ready_for_geocoding_with_local_hints,GeoNames returned no populated-place matches for this city-country query.NOTE: Manually added coordinates and link.,utf-8-sig,latin-1,utf-8-sig
turkey__istanbul__a8024850,Turkey,Istanbul,"Istanbul, Turkey",1,1,1,c_kasmpasa_61344b51,Kasımpaşa S.K.,Süper Lig,Recep Tayyip Erdoğan Stadium,"Recep Tayyip Erdoğan Stadium, Istanbul, Turkey","Kasımpaşa S.K., Istanbul, Turkey",,,,1,1,41.03277778,28.97222222,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q1770357,,medium,41.01384,28.94966,geonames_searchJSON,https://www.geonames.org/745044,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Istanbul'; admin 'İstanbul'; feature PPLA; population 15701602; 2.8 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
turkey__kayseri__749a2923,Turkey,Kayseri,"Kayseri, Turkey",1,1,1,c_kayserispor_6364c552,Kayserispor,Süper Lig,Kadir Has Stadium,"Kadir Has Stadium, Kayseri, Turkey","Kayserispor, Kayseri, Turkey",,,,1,1,38.73694444,35.42305556,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q1493501,,medium,38.73222,35.48528,geonames_searchJSON,https://www.geonames.org/308464,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Kayseri'; admin 'Kayseri'; feature PPLA; population 1434357; 5.4 km from trusted local centroid; top-vs-next score margin 57.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
greece__athens__065bc95a,Greece,Athens,"Athens, Greece",2,2,2,c_kifisia_6c2ed07b | c_panathinaikos_36cb748c,A.E. Kifisia F.C. | Panathinaikos F.C.,Super League Greece,Leoforos Alexandras Stadium | Olympic Stadium (Athens),"Leoforos Alexandras Stadium, Athens, Greece","A.E. Kifisia F.C., Athens, Greece","Athens, Greece","Leoforos Alexandras Stadium, Athens, Greece | Olympic Stadium (Athens), Athens, Greece","Kifisia, Athens, Greece | Panathinaikos, Athens, Greece",2,1,37.98716944,23.75419444,wikidata_club_coordinate_P625_review_needed | wikidata_home_venue_P115_to_stadium_P625,wikidata_club_coordinate_P625_review_needed,wikidata_step6,https://www.wikidata.org/wiki/Q620473 | https://www.wikidata.org/wiki/Q769709,multiple_clubs_same_city_country | multiple_stadium_contexts,medium,37.98376,23.72784,geonames_searchJSON,https://www.geonames.org/264371,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Athens'; admin 'Αττική'; feature PPLC; population 664046; 2.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
scotland__kilmarnock__05c428ca,Scotland,Kilmarnock,"Kilmarnock, Scotland",1,1,1,c_kilmarnock_77ff2e4c,Kilmarnock F.C.,Scottish Premiership,Rugby Park,"Rugby Park, Kilmarnock, Scotland","Kilmarnock F.C., Kilmarnock, Scotland","Kilmarnock, Scotland","Rugby Park, Kilmarnock, Scotland","Kilmarnock, Kilmarnock, Scotland",1,1,55.604225,-4.508122,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q1637255,,medium,55.61171,-4.49581,geonames_searchJSON,https://www.geonames.org/2645605,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Kilmarnock'; admin 'Scotland'; feature PPLA2; population 46970; 1.1 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
turkey__konya__e3734ce4,Turkey,Konya,"Konya, Turkey",1,1,1,c_konyaspor_93c0af9a,Konyaspor,Süper Lig,Konya Metropolitan Municipality Stadium,"Konya Metropolitan Municipality Stadium, Konya, Turkey","Konyaspor, Konya, Turkey","Konya, Turkey","Konya Metropolitan Municipality Stadium, Konya, Turkey","Konyaspor, Konya, Turkey",1,1,37.9462,32.4881,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q7009690,,medium,37.87135,32.48464,geonames_searchJSON,https://www.geonames.org/306571,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Konya'; admin 'Konya'; feature PPLA; population 1433861; 8.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
russia__krasnodar__ceeb16d1,Russia,Krasnodar,"Krasnodar, Russia",1,1,1,c_krasnodar_e8c3f037,Krasnodar,Russian Premier League,Krasnodar Stadium,"Krasnodar Stadium, Krasnodar, Russia","Krasnodar, Krasnodar, Russia","Krasnodar, Russia","Krasnodar Stadium, Krasnodar, Russia","Krasnodar, Krasnodar, Russia",0,0,,,,,wikidata_step6,,,medium,45.04534,38.98178,geonames_searchJSON,https://www.geonames.org/542420,high,ready_for_geocoding_no_local_hints,GeoNames name_equals match; selected 'Krasnodar'; admin 'Краснодарский край'; feature PPLA; population 899541; top-vs-next score margin 21.9; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
belgium__mechelen__5bb93991,Belgium,Mechelen,"Mechelen, Belgium",1,1,1,c_kv_mechelen_5d03665d,KV Mechelen,Belgian Pro League,AFAS Stadion KV Mechelen,"AFAS Stadion KV Mechelen, Mechelen, Belgium","KV Mechelen, Mechelen, Belgium",,,,1,1,51.037222,4.486389,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q649755,,medium,51.02574,4.47762,geonames_searchJSON,https://www.geonames.org/2791537,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Mechelen'; admin 'Vlaanderen'; feature PPL; population 77530; 1.4 km from trusted local centroid; top-vs-next score margin 110.1; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
united-states__los-angeles__f23208e7,United States,Los Angeles,"Los Angeles, United States",1,1,1,c_lafc_42b75eaf,LAFC,Major League Soccer,BMO Stadium,"BMO Stadium, Los Angeles, United States","LAFC, Los Angeles, United States",,,,1,1,34.013,-118.285,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q22096111,,medium,34.05223,-118.24368,geonames_searchJSON,https://www.geonames.org/5368361,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Los Angeles'; admin 'California'; feature PPLA2; population 3820914; 5.8 km from trusted local centroid; top-vs-next score margin 94.7; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
argentina__lanus__b56894e3,Argentina,Lanús,"Lanús, Argentina",1,1,1,c_lanus_7b7e52a5,Club Atlético Lanús,Primera División de Argentina,Estadio Ciudad de Lanús Néstor Díaz Pérez,"Estadio Ciudad de Lanús Néstor Díaz Pérez, Lanús, Argentina","Club Atlético Lanús, Lanús, Argentina",,,,1,1,-34.717667,-58.383806,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q533015,,medium,-34.70757,-58.39132,geonames_searchJSON,https://www.geonames.org/3432135,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Lanús'; admin 'Buenos Aires'; feature PPLA2; 1.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
austria__linz__342e5b18,Austria,Linz,"Linz, Austria",1,1,1,c_lask_ec5e4ca0,LASK,Bundesliga,Linzer Stadion,"Linzer Stadion, Linz, Austria","LASK, Linz, Austria",,,,1,1,48.293333,14.276389,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q686798,,medium,48.30639,14.28611,geonames_searchJSON,https://www.geonames.org/2772400,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Linz'; admin 'Oberösterreich'; feature PPLA; population 204846; 1.6 km from trusted local centroid; top-vs-next score margin 59.9; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
ecuador__cotocollao__051ca9e3,Ecuador,Cotocollao,"Cotocollao, Ecuador",1,1,1,c_ldu_quito_c7b2d459,LDU Quito,Ecuador Serie A,Estadio Rodrigo Paz Delgado,"Estadio Rodrigo Paz Delgado, Cotocollao, Ecuador","LDU Quito, Cotocollao, Ecuador",,,,1,1,-0.107694,-78.489083,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q1369320,,medium,-0.12291,-78.50367,geonames_searchJSON,https://www.geonames.org/3658773,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Cotocollao'; admin 'Pichincha'; feature PPL; 2.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
france__le-havre__39e45fdb,France,Le Havre,"Le Havre, France",1,1,1,c_le_havre_ac_f11b1be2,Le Havre AC,Ligue 1,Stade Océane,"Stade Océane, Le Havre, France","Le Havre AC, Le Havre, France","Le Havre, France","Stade Ocane, Le Havre, France","Le Havre AC, Le Havre, France",1,1,49.4988,0.1697,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q219462,,medium,49.49346,0.10785,geonames_searchJSON,https://www.geonames.org/3003796,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Le Havre'; admin 'Normandie'; feature PPLA3; population 185972; 4.5 km from trusted local centroid; top-vs-next score margin 52.8; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
poland__gdansk__266994d9,Poland,Gdańsk,"Gdańsk, Poland",1,1,1,c_lechia_gdansk_6dd6ea20,Lechia Gdańsk,I liga,Gdańsk Stadium,"Gdańsk Stadium, Gdańsk, Poland","Lechia Gdańsk, Gdańsk, Poland","Gda_sk, Poland","Gda_sk Stadium, Gda_sk, Poland","Lechia GdaÅsk, Gda_sk, Poland",0,0,,,,,wikidata_step6,,,medium,54.35227,18.64912,geonames_searchJSON,https://www.geonames.org/3099434,high,ready_for_geocoding_no_local_hints,GeoNames name_equals match; selected 'Gdańsk'; admin 'Województwo pomorskie'; feature PPLA; population 487371; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
england__leeds__a83f84e7,England,Leeds,"Leeds, England",1,1,1,c_leeds_united_4d0a095e,Leeds United F.C.,Premier League,Elland Road,"Elland Road, Leeds, England","Leeds United F.C., Leeds, England","Leeds, United Kingdom","Elland Road, Leeds, United Kingdom","Leeds United F.C., Leeds, United Kingdom",1,1,53.77777778,-1.57222222,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q619505,,medium,53.79648,-1.54785,geonames_searchJSON,https://www.geonames.org/2644688,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Leeds'; admin 'England'; feature PPLA2; population 536280; 2.6 km from trusted local centroid; top-vs-next score margin 100.2; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
england__leicester__c6ad24c1,England,Leicester,"Leicester, England",1,1,1,c_leicester_city_1856e967,Leicester City F.C.,EFL League One,King Power Stadium,"King Power Stadium, Leicester, England","Leicester City F.C., Leicester, England","Leicester, United Kingdom","King Power Stadium, Leicester, United Kingdom","Leicester City, Leicester, United Kingdom",1,1,52.62027778,-1.14222222,wikidata_home_venue_P115_to_stadium_P625,,wikidata_step6,https://www.wikidata.org/wiki/Q620031,,medium,52.6386,-1.13169,geonames_searchJSON,https://www.geonames.org/2644668,high,ready_for_geocoding_with_local_hints,GeoNames name_equals match; selected 'Leicester'; admin 'England'; feature PPLA2; population 368600; 2.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.,utf-8-sig,latin-1,utf-8-sig
